"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
nor_sld_sample_id_mayo,shipping,"Normal Slide",text,"Normal Slide Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(10)] = '1'",,,,,,
nor_sld_sample_id_ma_2,shipping,,text,"Normal Slide Sample ID",,,,,,,"[ship_destination(2)] = '1' and [ship_type_sample_mayo(10)] = '1' and [ship_sam_mayo_nor_sld_num] > 1",,,,,,
rna_sample_id_mayo,shipping,RNA,text,"RNA Sample ID",,,,,,,,,,,,," @HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
rna_sample_volume_mayo,shipping,,text,"RNA - Sample Volume",,ml,,,,,,,,,,," @HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
rna_sample_id_mayo_2,shipping,,text,"RNA Sample ID",,,,,,,,,,,,," @HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
rna_sample_volume_mayo_2,shipping,,text,"RNA - Sample Volume",,ml,,,,,,,,,,," @HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
total_ship_wb,shipping,"Total Quantity of Samples Shipped",calc,"Total Whole Blood Shipped(to both NU and Mayo)","sum((if([wb_sample_volume_nu] <> '' or [wb_sample_volume_mayo] <> '',(sum([wb_sample_volume_mayo],[wb_sample_volume_nu])),0)),(if([wb_sample_volume_nu_2] <> '' or [wb_sample_volume_mayo_2] <> '',(sum([wb_sample_volume_mayo_2],[wb_sample_volume_nu_2])),0)))",ml,,,,,,,,,,," @HIDDEN
sum([wb_sample_volume_mayo],[wb_sample_volume_nu])"
total_ship_pl,shipping,,calc,"Total Blood Plasma Shipped(to both NU and Mayo)","sum((if([pl_sample_volume_nu] <> '' or [pl_sample_volume_mayo] <> '',(sum([pl_sample_volume_mayo],[pl_sample_volume_nu])),0)),(if([pl_sample_volume_nu_2] <> '' or [pl_sample_volume_mayo_2] <> '',(sum([pl_sample_volume_mayo_2],[pl_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,
total_ship_bc,shipping,,calc,"Total Buffy Coat Shipped(to both NU and Mayo)","sum((if([bc_sample_volume_nu] <> '' or [bc_sample_volume_mayo] <> '',(sum([bc_sample_volume_mayo],[bc_sample_volume_nu])),0)),(if([bc_sample_volume_nu_2] <> '' or [bc_sample_volume_mayo_2] <> '',(sum([bc_sample_volume_mayo_2],[bc_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,
total_ship_bs,shipping,,calc,"Total Blood Serum Shipped(to both NU and Mayo)","sum((if([bs_sample_volume_nu] <> '' or [bs_sample_volume_mayo] <> '',(sum([bs_sample_volume_mayo],[bs_sample_volume_nu])),0)),(if([bs_sample_volume_nu_2] <> '' or [bs_sample_volume_mayo_2] <> '',(sum([bs_sample_volume_mayo_2],[bs_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,
total_ship_dna,shipping,,calc,"Total DNA Shipped(to both NU and Mayo)","sum((if([dna_sample_volume_nu] <> '' or [dna_sample_volume_mayo] <> '',(sum([dna_sample_volume_mayo],[dna_sample_volume_nu])),0)),(if([dna_sample_volume_nu_2] <> '' or [dna_sample_volume_mayo_2] <> '',(sum([dna_sample_volume_mayo_2],[dna_sample_volume_nu_2])),0)))",microliter,,,,,,,,,,,
total_ship_pbmc,shipping,,calc,"Total PBMC Shipped(to both NU and Mayo)","sum((if([pbmc_sample_volume_nu] <> '' or [pbmc_sample_volume_mayo] <> '',(sum([pbmc_sample_volume_mayo],[pbmc_sample_volume_nu])),0)),(if([pbmc_sample_volume_nu_2] <> '' or [pbmc_sample_volume_mayo_2] <> '',(sum([pbmc_sample_volume_mayo_2],[pbmc_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,
total_ship_tum_tis,shipping,,calc,"Total Tumor Tissue Shipped(to both NU and Mayo)","sum ((if([tum_tis_sample_id_nu] <> '' ,1,0)),  (if([tum_tis_sample_id_mayo] <> '' ,1,0)), (if([tum_tis_sample_id_nu_2] <> '' ,1,0)),  (if([tum_tis_sample_id_ma_2] <> '' ,1,0)))",,,,,,,,,,,,
total_ship_nor_tis,shipping,,calc,"Total Normal Tissue Shipped(to both NU and Mayo)","sum ((if([nor_tis_sample_id_nu] <> '' ,1,0)),  (if([nor_tis_sample_id_mayo] <> '' ,1,0)), (if([nor_tis_sample_id_nu_2] <> '' ,1,0)),  (if([nor_tis_sample_id_ma_2] <> '' ,1,0)))",,,,,,,,,,,,
total_ship_tum_sld,shipping,,calc,"Total Tumor Tissue Slides Shipped(to both NU and Mayo)","sum ((if([tum_sld_sample_id_nu] <> '' ,1,0)),  (if([tum_sld_sample_id_mayo] <> '' ,1,0)), (if([tum_sld_sample_id_nu_2] <> '' ,1,0)),  (if([tum_sld_sample_id_ma_2] <> '' ,1,0)))",,,,,,,,,,,,
total_ship_nor_sld,shipping,,calc,"Total Normal Tissue Slides Shipped(to both NU and Mayo)","sum ((if([nor_sld_sample_id_nu] <> '' ,1,0)),  (if([nor_sld_sample_id_mayo] <> '' ,1,0)), (if([nor_sld_sample_id_nu_2] <> '' ,1,0)),  (if([nor_sld_sample_id_ma_2] <> '' ,1,0)))",,,,,,,,,,,,
total_ship_rna,shipping,,calc,"Total RNA Shipped(to both NU and Mayo)","sum((if([rna_sample_volume_nu] <> '' or [rna_sample_volume_mayo] <> '',(sum([rna_sample_volume_mayo],[rna_sample_volume_nu])),0)),(if([rna_sample_volume_nu_2] <> '' or [rna_sample_volume_mayo_2] <> '',(sum([rna_sample_volume_mayo_2],[rna_sample_volume_nu_2])),0)))",ml,,,,,,,,,,," @HIDDEN"
misc_notes_shipping,shipping,Comments/Notes,notes,"Shipping Notes",,,,,,,,,,,,,
